algorithm,type,secure
Twofish/CTR/NoPadding,CIPHER,1
Tiger,HASH,0
Camellia/CTR/PKCS1Padding,CIPHER,0
Twofish/GCM/NoPadding,CIPHER,1
SHA-256,HASH,1
DES/ECB/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
Camellia/OFB/PKCS5Padding,CIPHER,0
DES/CCM/PKCS5Padding,CIPHER,0
RC4/OFB/PKCS1Padding,CIPHER,0
RANDOM_IV,IV_ENTROPY,1
ChaCha20/GCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
SYSTEM_ENTROPY,IV_ENTROPY,1
Twofish/ECB/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
SHA3-256,HASH,1
ChaCha20/ECB/ZeroBytePadding,CIPHER,0
RANDOM_IV,SECURE_RANDOM,1
MD5,HASH,0
ChaCha20,CIPHER,1
HARDCODED_SEED,SECURE_RANDOM,0
PREDICTABLE_NONCE,IV_ENTROPY,0
DES,CIPHER,0
SHA3-512,HASH,1
RANDOM_IV,IV_ENTROPY,1
ChaCha20/CTR/NoPadding,CIPHER,1
Camellia,CIPHER,1
Tiger,HASH,0
Twofish/CFB/PKCS5Padding,CIPHER,0
Serpent/GCM/NoPadding,CIPHER,1
DES,CIPHER,0
Camellia/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
MD4,HASH,0
Blowfish/OFB/ZeroBytePadding,CIPHER,0
Camellia/GCM/NoPadding,CIPHER,1
Scrypt,HASH,1
Twofish/CBC/PKCS5Padding,CIPHER,1
MD4,HASH,0
HAVAL,HASH,0
Argon2id,HASH,1
Camellia/CCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
Scrypt,HASH,1
ChaCha20/CTR/PKCS5Padding,CIPHER,1
Twofish,CIPHER,1
DESede,CIPHER,0
Blowfish/CTR/NoPadding,CIPHER,0
SHA-512,HASH,1
Scrypt,HASH,1
SYSTEM_ENTROPY,IV_ENTROPY,1
PREDICTABLE_NONCE,SECURE_RANDOM,0
Tiger,HASH,0
AES/GCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
RANDOM_IV,IV_ENTROPY,1
Blake2b,HASH,1
Camellia/CTR/NoPadding,CIPHER,1
PREDICTABLE_NONCE,SECURE_RANDOM,0
HARDCODED_SEED,SECURE_RANDOM,0
Twofish,CIPHER,1
SHA-1,HASH,0
MD2,HASH,0
Camellia/CFB/PKCS5Padding,CIPHER,0
HAVAL,HASH,0
DESede/ECB/ZeroBytePadding,CIPHER,0
SYSTEM_ENTROPY,SECURE_RANDOM,1
SYSTEM_ENTROPY,IV_ENTROPY,1
Serpent/CBC/NoPadding,CIPHER,1
Serpent,CIPHER,1
SHA-384,HASH,1
AES/OFB/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
Serpent/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
Argon2id,HASH,1
RANDOM_IV,SECURE_RANDOM,1
HARDCODED_SEED,SECURE_RANDOM,0
RANDOM_IV,IV_ENTROPY,1
Scrypt,HASH,1
SYSTEM_ENTROPY,SECURE_RANDOM,1
PBKDF2WithHmacSHA256,HASH,1
Camellia/OFB/PKCS5Padding,CIPHER,0
AES/GCM/NoPadding,CIPHER,1
RC2/CBC/NoPadding,CIPHER,0
MD4,HASH,0
MD5,HASH,0
SHA-384,HASH,1
ChaCha20/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
SHA-512,HASH,1
Blowfish/CCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
AES/ECB/PKCS1Padding,CIPHER,0
ChaCha20/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
Twofish/GCM/NoPadding,CIPHER,1
DES,CIPHER,0
Serpent/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
DESede/CTR/PKCS5Padding,CIPHER,0
Scrypt,HASH,1
Camellia,CIPHER,1
Camellia/CCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
SYSTEM_ENTROPY,IV_ENTROPY,1
PREDICTABLE_NONCE,SECURE_RANDOM,0
PREDICTABLE_NONCE,IV_ENTROPY,0
Blowfish/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
RC2/GCM/ZeroBytePadding,CIPHER,0
ChaCha20/OFB/PKCS5Padding,CIPHER,0
HAVAL,HASH,0
CONSTANT_IV,IV_ENTROPY,0
Twofish/CTR/PKCS5Padding,CIPHER,1
Serpent/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
HAVAL,HASH,0
RANDOM_IV,SECURE_RANDOM,1
AES/ECB/PKCS1Padding,CIPHER,0
AES,CIPHER,1
ChaCha20/OFB/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
AES/ECB/NoPadding,CIPHER,0
CAST5,CIPHER,0
ChaCha20/GCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
SYSTEM_ENTROPY,SECURE_RANDOM,1
SHA-256,HASH,1
AES/GCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
SHA-512,HASH,1
Argon2id,HASH,1
MD4,HASH,0
Camellia/CTR/PKCS5Padding,CIPHER,1
Twofish/OFB/PKCS1Padding,CIPHER,0
Argon2id,HASH,1
SYSTEM_ENTROPY,SECURE_RANDOM,1
AES/GCM/ZeroBytePadding,CIPHER,0
DES/CTR/PKCS1Padding,CIPHER,0
MD4,HASH,0
ChaCha20/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
SYSTEM_ENTROPY,IV_ENTROPY,1
CAST5/CCM/PKCS5Padding,CIPHER,0
Camellia/GCM/NoPadding,CIPHER,1
ChaCha20/ECB/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
Camellia/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
AES/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
SYSTEM_ENTROPY,SECURE_RANDOM,1
RANDOM_IV,IV_ENTROPY,1
Twofish/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
SHA-384,HASH,1
PREDICTABLE_NONCE,SECURE_RANDOM,0
Camellia/CCM/PKCS5Padding,CIPHER,1
CONSTANT_IV,IV_ENTROPY,0
Argon2id,HASH,1
RANDOM_IV,IV_ENTROPY,1
MD4,HASH,0
DES/ECB/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
DESede,CIPHER,0
MD2,HASH,0
ChaCha20/CTR/PKCS5Padding,CIPHER,1
ChaCha20/CTR/NoPadding,CIPHER,1
SHA3-512,HASH,1
DES,CIPHER,0
Serpent/CBC/NoPadding,CIPHER,1
SYSTEM_ENTROPY,SECURE_RANDOM,1
Scrypt,HASH,1
Serpent/CCM/PKCS5Padding,CIPHER,1
MD5,HASH,0
Blake2b,HASH,1
DES,CIPHER,0
Twofish/CBC/PKCS5Padding,CIPHER,1
AES,CIPHER,1
RANDOM_IV,IV_ENTROPY,1
ChaCha20/CTR/PKCS5Padding,CIPHER,1
MD5,HASH,0
SYSTEM_ENTROPY,SECURE_RANDOM,1
CONSTANT_IV,SECURE_RANDOM,0
Argon2id,HASH,1
Twofish,CIPHER,1
DESede/GCM/PKCS1Padding,CIPHER,0
AES/GCM/NoPadding,CIPHER,1
Twofish/ECB/PKCS5Padding,CIPHER,0
AES/CTR/NoPadding,CIPHER,1
ChaCha20/GCM/PKCS1Padding,CIPHER,0
Serpent/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
ChaCha20/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
AES/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
Blowfish/CTR/PKCS1Padding,CIPHER,0
Serpent,CIPHER,1
RC2/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
SHA-1,HASH,0
SHA-384,HASH,1
SHA3-256,HASH,1
Tiger,HASH,0
Camellia/CCM/NoPadding,CIPHER,1
SYSTEM_ENTROPY,IV_ENTROPY,1
MD2,HASH,0
Serpent/CTR/NoPadding,CIPHER,1
RANDOM_IV,SECURE_RANDOM,1
MD4,HASH,0
RC4/CBC/ZeroBytePadding,CIPHER,0
SHA-256,HASH,1
SHA-256,HASH,1
SHA-512,HASH,1
SHA-384,HASH,1
SHA-512,HASH,1
MD4,HASH,0
DES/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
Scrypt,HASH,1
HAVAL,HASH,0
RANDOM_IV,IV_ENTROPY,1
SYSTEM_ENTROPY,SECURE_RANDOM,1
RANDOM_IV,SECURE_RANDOM,1
HAVAL,HASH,0
SHA-256,HASH,1
Tiger,HASH,0
MD5,HASH,0
Twofish/OFB/PKCS5Padding,CIPHER,0
Argon2id,HASH,1
AES/CBC/PKCS5Padding,CIPHER,1
CAST5/CCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
Tiger,HASH,0
RC2/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
Scrypt,HASH,1
ChaCha20/OFB/PKCS1Padding,CIPHER,0
MD2,HASH,0
SHA3-512,HASH,1
DES,CIPHER,0
ChaCha20/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
SHA3-512,HASH,1
HAVAL,HASH,0
Tiger,HASH,0
MD4,HASH,0
RIPEMD-160,HASH,0
Serpent/CCM/ZeroBytePadding,CIPHER,0
RANDOM_IV,IV_ENTROPY,1
Twofish/CFB/NoPadding,CIPHER,0
MD5,HASH,0
MD5,HASH,0
DESede/CFB/PKCS1Padding,CIPHER,0
ChaCha20/GCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
Serpent/CCM/NoPadding,CIPHER,1
AES/CTR/PKCS5Padding,CIPHER,1
Twofish/ECB/PKCS5Padding,CIPHER,0
AES/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
ChaCha20/ECB/PKCS5Padding,CIPHER,0
Serpent/GCM/ZeroBytePadding,CIPHER,0
RC2/ECB/NoPadding,CIPHER,0
CONSTANT_IV,SECURE_RANDOM,0
SYSTEM_ENTROPY,SECURE_RANDOM,1
SYSTEM_ENTROPY,IV_ENTROPY,1
ChaCha20,CIPHER,1
MD4,HASH,0
Twofish/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
Tiger,HASH,0
Argon2id,HASH,1
ChaCha20/OFB/PKCS5Padding,CIPHER,0
CAST5/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
AES/CCM/NoPadding,CIPHER,1
ChaCha20,CIPHER,1
PREDICTABLE_NONCE,SECURE_RANDOM,0
RC2/ECB/PKCS5Padding,CIPHER,0
RC2/CCM/ZeroBytePadding,CIPHER,0
Twofish/ECB/ZeroBytePadding,CIPHER,0
DES/CFB/NoPadding,CIPHER,0
SHA-512,HASH,1
AES/CBC/ZeroBytePadding,CIPHER,0
SHA-1,HASH,0
HAVAL,HASH,0
RC2,CIPHER,0
SHA3-256,HASH,1
Serpent/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
RIPEMD-160,HASH,0
Serpent/CCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
RC2/CTR/NoPadding,CIPHER,0
RC4,CIPHER,0
Serpent/GCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
SYSTEM_ENTROPY,IV_ENTROPY,1
Serpent/CBC/PKCS1Padding,CIPHER,0
Camellia,CIPHER,1
AES/GCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
AES/ECB/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
Twofish/GCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
MD2,HASH,0
MD2,HASH,0
Scrypt,HASH,1
SYSTEM_ENTROPY,IV_ENTROPY,1
DES/CTR/PKCS5Padding,CIPHER,0
MD2,HASH,0
MD5,HASH,0
CAST5/CFB/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
RC4,CIPHER,0
PREDICTABLE_NONCE,SECURE_RANDOM,0
RANDOM_IV,SECURE_RANDOM,1
CAST5/CFB/PKCS5Padding,CIPHER,0
MD5,HASH,0
SYSTEM_ENTROPY,IV_ENTROPY,1
SYSTEM_ENTROPY,SECURE_RANDOM,1
IDEA/ECB/PKCS5Padding,CIPHER,0
Camellia/CBC/PKCS1Padding,CIPHER,0
HAVAL,HASH,0
ChaCha20/CBC/NoPadding,CIPHER,1
RC2/CCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
Twofish/CTR/NoPadding,CIPHER,1
CONSTANT_IV,SECURE_RANDOM,0
SHA-512,HASH,1
RC4/GCM/ZeroBytePadding,CIPHER,0
SHA3-512,HASH,1
Blake2b,HASH,1
MD2,HASH,0
CAST5/ECB/NoPadding,CIPHER,0
CONSTANT_IV,SECURE_RANDOM,0
AES,CIPHER,1
Camellia,CIPHER,1
MD5,HASH,0
AES/CBC/PKCS5Padding,CIPHER,1
Serpent/GCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
SYSTEM_ENTROPY,SECURE_RANDOM,1
PREDICTABLE_NONCE,IV_ENTROPY,0
SYSTEM_ENTROPY,SECURE_RANDOM,1
SHA-256,HASH,1
Camellia,CIPHER,1
Scrypt,HASH,1
AES/CFB/NoPadding,CIPHER,0
PBKDF2WithHmacSHA256,HASH,1
Camellia/CFB/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
AES/CCM/NoPadding,CIPHER,1
HARDCODED_SEED,SECURE_RANDOM,0
HARDCODED_SEED,SECURE_RANDOM,0
SHA-256,HASH,1
Tiger,HASH,0
SYSTEM_ENTROPY,SECURE_RANDOM,1
IDEA/ECB/PKCS1Padding,CIPHER,0
AES,CIPHER,1
AES/CTR/PKCS5Padding,CIPHER,1
Serpent/CCM/ZeroBytePadding,CIPHER,0
Tiger,HASH,0
SYSTEM_ENTROPY,SECURE_RANDOM,1
AES,CIPHER,1
MD5,HASH,0
MD5,HASH,0
RANDOM_IV,SECURE_RANDOM,1
SHA3-512,HASH,1
Blowfish,CIPHER,0
MD4,HASH,0
RC2,CIPHER,0
Blake2b,HASH,1
ChaCha20/CFB/PKCS5Padding,CIPHER,0
RC2/CBC/NoPadding,CIPHER,0
SHA3-512,HASH,1
Argon2id,HASH,1
CAST5/CTR/PKCS1Padding,CIPHER,0
SHA-384,HASH,1
Serpent/CTR/NoPadding,CIPHER,1
SYSTEM_ENTROPY,IV_ENTROPY,1
Serpent/CCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
DESede,CIPHER,0
DESede/CFB/ZeroBytePadding,CIPHER,0
DESede,CIPHER,0
HARDCODED_SEED,IV_ENTROPY,0
MD2,HASH,0
Twofish/GCM/NoPadding,CIPHER,1
MD5,HASH,0
RIPEMD-160,HASH,0
IDEA/CCM/ZeroBytePadding,CIPHER,0
Serpent/CBC/NoPadding,CIPHER,1
MD5,HASH,0
Blake2b,HASH,1
SHA3-256,HASH,1
HARDCODED_SEED,SECURE_RANDOM,0
MD2,HASH,0
AES/CTR/PKCS5Padding,CIPHER,1
CONSTANT_IV,SECURE_RANDOM,0
MD2,HASH,0
Blake2b,HASH,1
HARDCODED_SEED,IV_ENTROPY,0
ChaCha20/CTR/PKCS1Padding,CIPHER,0
MD5,HASH,0
Serpent/CCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
AES/CTR/PKCS5Padding,CIPHER,1
AES/OFB/PKCS5Padding,CIPHER,0
Camellia,CIPHER,1
MD5,HASH,0
DESede/OFB/PKCS1Padding,CIPHER,0
Twofish,CIPHER,1
ChaCha20/OFB/NoPadding,CIPHER,0
SHA3-512,HASH,1
DES/CTR/PKCS1Padding,CIPHER,0
AES/GCM/NoPadding,CIPHER,1
SHA-512,HASH,1
SYSTEM_ENTROPY,SECURE_RANDOM,1
Twofish/GCM/PKCS5Padding,CIPHER,1
MD4,HASH,0
AES/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
Blake2b,HASH,1
IDEA,CIPHER,0
ChaCha20/CBC/PKCS5Padding,CIPHER,1
AES,CIPHER,1
SHA3-512,HASH,1
Twofish/CBC/NoPadding,CIPHER,1
MD2,HASH,0
RC4/CTR/NoPadding,CIPHER,0
Blowfish,CIPHER,0
ChaCha20,CIPHER,1
IDEA/CCM/NoPadding,CIPHER,0
RANDOM_IV,SECURE_RANDOM,1
AES/ECB/PKCS1Padding,CIPHER,0
MD5,HASH,0
PREDICTABLE_NONCE,SECURE_RANDOM,0
DES/OFB/NoPadding,CIPHER,0
PBKDF2WithHmacSHA256,HASH,1
RIPEMD-160,HASH,0
MD2,HASH,0
MD2,HASH,0
AES,CIPHER,1
Twofish/CCM/PKCS5Padding,CIPHER,1
RC4/OFB/ZeroBytePadding,CIPHER,0
CONSTANT_IV,SECURE_RANDOM,0
Serpent/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
Tiger,HASH,0
HARDCODED_SEED,IV_ENTROPY,0
MD5,HASH,0
Twofish/CFB/PKCS1Padding,CIPHER,0
SHA3-512,HASH,1
DESede/GCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
Blowfish,CIPHER,0
RANDOM_IV,IV_ENTROPY,1
SHA-1,HASH,0
CAST5/CCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
PREDICTABLE_NONCE,SECURE_RANDOM,0
SHA-512,HASH,1
Camellia/CBC/PKCS5Padding,CIPHER,1
IDEA/CCM/PKCS1Padding,CIPHER,0
SHA3-256,HASH,1
ChaCha20/CBC/PKCS5Padding,CIPHER,1
ChaCha20/CCM/NoPadding,CIPHER,1
SHA-512,HASH,1
Blake2b,HASH,1
AES/CCM/NoPadding,CIPHER,1
Camellia/CFB/ZeroBytePadding,CIPHER,0
PREDICTABLE_NONCE,IV_ENTROPY,0
Twofish,CIPHER,1
CONSTANT_IV,SECURE_RANDOM,0
SHA3-256,HASH,1
CONSTANT_IV,SECURE_RANDOM,0
MD4,HASH,0
DES/CFB/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
Blowfish/OFB/PKCS5Padding,CIPHER,0
HARDCODED_SEED,IV_ENTROPY,0
Twofish/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
Tiger,HASH,0
Twofish/CBC/ZeroBytePadding,CIPHER,0
RANDOM_IV,SECURE_RANDOM,1
SHA-512,HASH,1
Camellia,CIPHER,1
CONSTANT_IV,IV_ENTROPY,0
CONSTANT_IV,IV_ENTROPY,0
Scrypt,HASH,1
HARDCODED_SEED,SECURE_RANDOM,0
RIPEMD-160,HASH,0
Twofish,CIPHER,1
DES/ECB/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
MD5,HASH,0
Serpent/GCM/PKCS5Padding,CIPHER,1
SHA3-256,HASH,1
Camellia/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
CAST5/CCM/PKCS1Padding,CIPHER,0
Twofish,CIPHER,1
Serpent/CTR/NoPadding,CIPHER,1
ChaCha20/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
CONSTANT_IV,IV_ENTROPY,0
Tiger,HASH,0
Camellia/ECB/ZeroBytePadding,CIPHER,0
Camellia/CCM/PKCS5Padding,CIPHER,1
ChaCha20/CTR/PKCS5Padding,CIPHER,1
DES/CFB/PKCS1Padding,CIPHER,0
SYSTEM_ENTROPY,IV_ENTROPY,1
RC4/CFB/NoPadding,CIPHER,0
Blowfish/GCM/NoPadding,CIPHER,0
SHA3-256,HASH,1
Camellia/GCM/NoPadding,CIPHER,1
RANDOM_IV,IV_ENTROPY,1
Camellia/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
RC4/CBC/PKCS1Padding,CIPHER,0
AES/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
HAVAL,HASH,0
CAST5,CIPHER,0
SHA-1,HASH,0
Camellia,CIPHER,1
PBKDF2WithHmacSHA256,HASH,1
DES,CIPHER,0
AES/CCM/NoPadding,CIPHER,1
AES/CTR/PKCS5Padding,CIPHER,1
PBKDF2WithHmacSHA256,HASH,1
Blowfish,CIPHER,0
Twofish/GCM/ZeroBytePadding,CIPHER,0
HAVAL,HASH,0
Argon2id,HASH,1
SHA-512,HASH,1
Serpent/CBC/PKCS5Padding,CIPHER,1
Serpent/ECB/NoPadding,CIPHER,0
SYSTEM_ENTROPY,IV_ENTROPY,1
AES/GCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
RC4/CBC/NoPadding,CIPHER,0
Blowfish,CIPHER,0
Twofish/CTR/NoPadding,CIPHER,1
AES/CBC/PKCS5Padding,CIPHER,1
Twofish/CTR/PKCS5Padding,CIPHER,1
MD4,HASH,0
Twofish/ECB/PKCS1Padding,CIPHER,0
IDEA/ECB/ZeroBytePadding,CIPHER,0
RC2,CIPHER,0
AES/GCM/PKCS5Padding,CIPHER,1
AES/CTR/NoPadding,CIPHER,1
ChaCha20/CCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
ChaCha20/CCM/NoPadding,CIPHER,1
PREDICTABLE_NONCE,SECURE_RANDOM,0
PREDICTABLE_NONCE,SECURE_RANDOM,0
ChaCha20/CTR/PKCS5Padding,CIPHER,1
Scrypt,HASH,1
Blake2b,HASH,1
RC2,CIPHER,0
AES/OFB/PKCS1Padding,CIPHER,0
SHA3-512,HASH,1
PREDICTABLE_NONCE,SECURE_RANDOM,0
Camellia/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
Scrypt,HASH,1
Serpent/CCM/NoPadding,CIPHER,1
SYSTEM_ENTROPY,IV_ENTROPY,1
CAST5,CIPHER,0
PREDICTABLE_NONCE,IV_ENTROPY,0
CONSTANT_IV,SECURE_RANDOM,0
Serpent/CFB/ZeroBytePadding,CIPHER,0
Camellia/CCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
SHA-512,HASH,1
PREDICTABLE_NONCE,SECURE_RANDOM,0
Serpent/CBC/PKCS1Padding,CIPHER,0
SHA-256,HASH,1
RANDOM_IV,SECURE_RANDOM,1
Tiger,HASH,0
AES/GCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
Blake2b,HASH,1
Blake2b,HASH,1
Twofish/CTR/NoPadding,CIPHER,1
Blowfish,CIPHER,0
MD5,HASH,0
Blowfish/CBC/PKCS5Padding,CIPHER,0
RIPEMD-160,HASH,0
SHA-512,HASH,1
ChaCha20/CBC/NoPadding,CIPHER,1
CONSTANT_IV,SECURE_RANDOM,0
SHA3-512,HASH,1
SHA3-256,HASH,1
AES,CIPHER,1
SHA-384,HASH,1
Blake2b,HASH,1
ChaCha20/ECB/NoPadding,CIPHER,0
SHA3-512,HASH,1
SHA3-512,HASH,1
SYSTEM_ENTROPY,IV_ENTROPY,1
Tiger,HASH,0
HARDCODED_SEED,SECURE_RANDOM,0
Camellia/GCM/PKCS5Padding,CIPHER,1
PBKDF2WithHmacSHA256,HASH,1
Tiger,HASH,0
RANDOM_IV,SECURE_RANDOM,1
DESede/CTR/PKCS1Padding,CIPHER,0
HARDCODED_SEED,SECURE_RANDOM,0
Camellia/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
DESede/ECB/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
Camellia/OFB/NoPadding,CIPHER,0
HAVAL,HASH,0
Blake2b,HASH,1
SHA-256,HASH,1
MD5,HASH,0
Argon2id,HASH,1
AES/CCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
SYSTEM_ENTROPY,IV_ENTROPY,1
SYSTEM_ENTROPY,IV_ENTROPY,1
Serpent/CBC/NoPadding,CIPHER,1
ChaCha20/ECB/NoPadding,CIPHER,0
HAVAL,HASH,0
SHA-1,HASH,0
Camellia/CCM/NoPadding,CIPHER,1
Serpent/GCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
Twofish/GCM/PKCS5Padding,CIPHER,1
CAST5/CTR/NoPadding,CIPHER,0
Blake2b,HASH,1
Serpent,CIPHER,1
Serpent/ECB/NoPadding,CIPHER,0
Twofish/CCM/NoPadding,CIPHER,1
HAVAL,HASH,0
SYSTEM_ENTROPY,SECURE_RANDOM,1
AES/GCM/PKCS5Padding,CIPHER,1
MD2,HASH,0
SHA-1,HASH,0
Serpent,CIPHER,1
AES/CBC/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
ChaCha20/CBC/PKCS1Padding,CIPHER,0
SYSTEM_ENTROPY,IV_ENTROPY,1
ChaCha20,CIPHER,1
SHA-384,HASH,1
SHA-1,HASH,0
SHA-1,HASH,0
CONSTANT_IV,IV_ENTROPY,0
DES/GCM/PKCS5Padding,CIPHER,0
CAST5,CIPHER,0
PREDICTABLE_NONCE,SECURE_RANDOM,0
Camellia/CBC/ZeroBytePadding,CIPHER,0
RC4/CCM/PKCS1Padding,CIPHER,0
RIPEMD-160,HASH,0
DESede,CIPHER,0
SHA3-512,HASH,1
Twofish/CTR/PKCS5Padding,CIPHER,1
MD4,HASH,0
DES,CIPHER,0
Serpent/CTR/NoPadding,CIPHER,1
Camellia/OFB/NoPadding,CIPHER,0
Camellia/CTR/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
IDEA/CTR/NoPadding,CIPHER,0
ChaCha20/CFB/ZeroBytePadding,CIPHER,0
Twofish/OFB/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
AES,CIPHER,1
Twofish/ECB/PKCS5Padding,CIPHER,0
RC2/CBC/PKCS5Padding,CIPHER,0
CONSTANT_IV,SECURE_RANDOM,0
RIPEMD-160,HASH,0
Argon2id,HASH,1
DES/CCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
Blowfish/OFB/ZeroBytePadding,CIPHER,0
PREDICTABLE_NONCE,SECURE_RANDOM,0
Camellia/CTR/PKCS5Padding,CIPHER,1
SHA-1,HASH,0
RANDOM_IV,IV_ENTROPY,1
Argon2id,HASH,1
MD4,HASH,0
Serpent/CBC/PKCS5Padding,CIPHER,1
ChaCha20/ECB/PKCS1Padding,CIPHER,0
ChaCha20/CCM/PKCS5Padding,CIPHER,1
DESede/OFB/PKCS1Padding,CIPHER,0
Tiger,HASH,0
AES/CTR/NoPadding,CIPHER,1
Camellia,CIPHER,1
RIPEMD-160,HASH,0
DES/ECB/PKCS1Padding,CIPHER,0
Tiger,HASH,0
MD4,HASH,0
RANDOM_IV,IV_ENTROPY,1
SHA-512,HASH,1
MD2,HASH,0
Blake2b,HASH,1
SHA-512,HASH,1
ChaCha20/CCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
Serpent,CIPHER,1
Serpent/OFB/NoPadding,CIPHER,0
HAVAL,HASH,0
DES,CIPHER,0
IDEA/GCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
Serpent,CIPHER,1
SHA-512,HASH,1
MD2,HASH,0
Twofish/CTR/PKCS5Padding,CIPHER,1
Camellia/GCM/PKCS5Padding,CIPHER,1
Camellia,CIPHER,1
CONSTANT_IV,SECURE_RANDOM,0
Twofish/GCM/NoPadding,CIPHER,1
Serpent/GCM/OAEPWithSHA-256AndMGF1Padding,CIPHER,1
RC4/CFB/PKCS5Padding,CIPHER,0
HAVAL,HASH,0
Camellia/GCM/ZeroBytePadding,CIPHER,0
DES/CBC/ZeroBytePadding,CIPHER,0
Serpent/CBC/NoPadding,CIPHER,1
Serpent,CIPHER,1
PBKDF2WithHmacSHA256,HASH,1
RANDOM_IV,IV_ENTROPY,1
HARDCODED_SEED,SECURE_RANDOM,0
SHA-384,HASH,1
IDEA/GCM/ZeroBytePadding,CIPHER,0
HAVAL,HASH,0
AES/GCM/NoPadding,CIPHER,1
MD2,HASH,0
Camellia/OFB/NoPadding,CIPHER,0
RIPEMD-160,HASH,0
HAVAL,HASH,0
SHA-384,HASH,1
ChaCha20/CFB/OAEPWithSHA-256AndMGF1Padding,CIPHER,0
CONSTANT_IV,IV_ENTROPY,0
SYSTEM_ENTROPY,SECURE_RANDOM,1
